numero_solicitacao,razaoSocial,nomeFantasia,cnpjSemTraco,maiorAtraso,margemBrutaAcumulada,percentualProtestos,primeiraCompra,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,status,definicaoRisco,diferencaPercentualRisco,percentualRisco,dashboardCorrelacao,valorAprovado,dataAprovadoEmComite,periodoBalanco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,intervaloFundacao,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito,dataAprovadoNivelAnalista
2871,Danny Murphy,Lucy Rahman,KZEQ93607659988542,3,0.3418487932,0.0,2015-02-05T00:00:00,0,52649.1,160000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,160000.0,2020-02-05T19:14:37,2018-11-30T02:00:00,8504935.0,2821778.0,8971185.0,1587622.0,0.0,4283323.0,2773342.0,18866297.0,7630338.0,11.0,11235959.0,2014.0,De 6 a 10 anos,500000.0,False,False,1.0,159100.0,2020-06-25T18:07:33
2899,Margaret Jones,Paul Fuller-Patel,HRQR75558519638875,9,0.3790929939,0.0,2009-12-11T00:00:00,0,0.0,155000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-0.866025403784429,155000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,2475880.0,414100.0,2516739.0,2102638.0,0.0,881955.0,811059.0,8582943.0,3808420.0,12.0,4774523.0,2003.0,Acima de 17 anos,150000.0,False,False,1.0,636456.0,2020-06-26T18:21:45
2949,Richard Johnson,Sean Ali,IDCD54168176325806,27,0.292221121,0.0,2008-01-18T00:00:00,0,4133.34,150000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-0.866025403784439,150000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,23686339.0,4828855.0,25683558.0,18743273.0,0.0,11272713.0,8858065.0,42475939.0,20802033.0,12.0,21673906.0,1979.0,Acima de 17 anos,1500000.0,False,False,1.0,4022879.0,2020-06-30T14:36:50
2983,Mrs. Jessica McKenzie,Stacey Hamilton,JCVG86436785024540,8,0.435240804,0.0,2011-11-01T00:00:00,0,0.0,80000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9285714285714284,0.0714285714285714,0.47099827269091,80000.0,2020-02-05T19:14:37,2019-12-31T00:00:00,6507907.0,1310486.0,7237315.0,4900535.0,0.0,4177165.0,1253422.0,15783051.0,7184869.0,12.0,8598182.0,1981.0,Acima de 17 anos,50000.0,False,False,0.8928193941,712000.0,2020-07-01T17:35:03
3029,Jonathan Wilson,Jordan Stevens,TPCC73510080166076,4,0.4698549008,0.0,2015-03-03T00:00:00,83,17107.18,55000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9285714285714284,0.0714285714285714,0.0,55000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,1081739.0,1466507.0,1488698.0,1143216.0,0.0,205395.0,528757.0,3077900.0,709098.0,12.0,2638802.0,2013.0,De 6 a 10 anos,200000.0,False,False,1.0,154401.0,2020-07-03T19:25:26
3079,Bernard Burns,Peter Sutton,HGMY00748611802368,12,0.4274817554,0.0,2011-12-21T00:00:00,70,1005183.34,1500000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.0,1500000.0,2020-02-05T19:14:37,2020-04-30T03:00:00,28074087.0,9506982.0,32274979.0,22466956.0,0.0,21846691.0,0.0,22568218.0,7383915.0,4.0,15184303.0,2010.0,De 6 a 10 anos,2000000.0,False,False,1.0,8728464.0,2020-07-08T14:50:17
3100,Mr. Bryan Sykes,Ms. Melanie Finch,DCYU12834768810259,29,0.0,0.0,2019-12-05T11:54:46,0,0.0,200000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,200000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,293402000.0,187575000.0,386929000.0,164778000.0,0.0,127328000.0,91390000.0,671575000.0,188107000.0,12.0,483468000.0,2006.0,De 11 a 16 anos,288933700.0,False,False,0.0,23830848.0,2020-07-08T18:29:45
3114,Mr. Bryan Sykes,Ms. Melanie Finch,DCYU12834768810259,29,0.0,0.0,2019-12-05T11:54:46,0,0.0,1000000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,1000000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,293402000.0,187575000.0,386929000.0,164778000.0,0.0,127328000.0,91390000.0,671575000.0,188107000.0,12.0,483468000.0,2006.0,De 11 a 16 anos,288933700.0,False,False,0.0,23830848.0,2020-07-08T20:03:28
3122,Leonard Harper,Samuel Cross,IOAQ47275065679827,4,0.5807346049,0.0,2016-01-29T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,50000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,9619504.0,8740315.0,9639442.0,899126.0,0.0,6010190.0,1206759.0,30752360.0,4131733.0,12.0,26620627.0,2010.0,De 6 a 10 anos,153000.0,False,False,1.0,356000.0,2020-07-09T12:47:12
3151,Sian Shaw,Dr. Abdul Cross,PZGQ95770897025151,4,0.3698778235,0.0,2016-05-30T00:00:00,0,0.0,75000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.0,75000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,4322882.0,2374007.0,4324242.0,50000.0,0.0,1203068.0,3026982.0,3983742.0,2310013.0,12.0,1673729.0,2013.0,De 6 a 10 anos,50000.0,False,False,1.0,144078.0,2020-07-09T20:48:40
3195,Shaun Bentley,Christopher Morris,QZWE12562226356040,12,0.0,0.0,2016-08-12T13:43:00,0,0.0,50000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.8928571428571428,0.1071428571428571,2e-16,50000.0,2020-02-05T19:14:37,2019-12-31T00:00:00,1632503.0,207744.0,1714193.0,1506449.0,0.0,339631.0,447880.0,2518275.0,758526.0,12.0,1759749.0,2014.0,De 6 a 10 anos,100000.0,False,False,0.0,14580.0,2020-07-10T20:33:40
3208,Gordon Hartley,Joe Knight,FHUH71392041503586,24,0.4328727165,0.0,2015-09-17T00:00:00,15,49972.04,200000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-0.157465945371576,200000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,17884006.0,9660719.0,18332493.0,2398671.0,0.0,12647915.0,3471481.0,10354594.0,7029899.0,12.0,3324695.0,2012.0,De 6 a 10 anos,600000.0,False,False,0.9587531364,322589.0,2020-07-13T17:36:53
3274,Stewart Smith,Ms. Carol Stevenson,LMYX91816699890771,5,0.6010166008,0.0,2014-02-18T00:00:00,0,0.0,270000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,-0.866025405082641,270000.0,2020-02-05T19:14:37,2020-03-31T03:00:00,328778517.0,86495339.0,345824174.0,245430146.0,0.0,95497476.0,161516549.0,387672746.0,114177949.0,3.0,273494797.0,2004.0,De 11 a 16 anos,19000000.0,False,False,0.9999999763,0.0,2020-07-15T13:07:23
3342,Carole Evans,Joan Smith,KQCB71551658170467,0,0.0,0.0,2019-04-11T15:21:37,0,0.0,50000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,50000.0,2020-02-05T19:14:37,2019-12-31T00:00:00,2338917.0,1628528.0,2380639.0,318810.0,0.0,1894431.0,1264944.0,7454968.0,1228704.0,12.0,6226264.0,2012.0,De 6 a 10 anos,200000.0,False,False,0.0,250000.0,2020-07-17T13:49:53
3373,Mrs. Debra Jackson,Dr. Arthur Curtis,BENC98235797563895,16,0.2548028184,0.0,2016-03-28T00:00:00,0,0.0,100000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.8928571428571428,0.1071428571428571,-0.866025403784439,100000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,27437755.0,3644123.0,34052578.0,29623509.0,0.0,12035395.0,6138595.0,44652485.0,32646993.0,12.0,12005492.0,1984.0,Acima de 17 anos,2650000.0,False,False,0.9838054867,436500.0,2020-07-20T12:36:34
3417,Amy Moore-James,Karen Sinclair-Grant,DCNC68630446435434,7,0.4784275973,0.0,2016-10-13T00:00:00,20,209794.37,400000.0,AprovadoComite,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,-0.971564709161118,400000.0,2020-07-21T19:05:26,2019-12-31T03:00:00,26713433.0,6267159.0,26799987.0,20532827.0,0.0,8065404.0,2967369.0,9978470.0,3851392.0,12.0,6127078.0,2010.0,De 6 a 10 anos,1000000.0,False,False,0.9837729653,15043086.0,2020-02-03T20:57:33
3442,Laura Hughes-George,Bernard Brown,IQNN17937561360342,16,0.0,0.0,2015-09-30T17:49:54,0,0.0,150000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.0,150000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,3109371.0,1269604.0,3323683.0,2054079.0,0.0,48871.0,2815990.0,13983957.0,11744578.0,12.0,2239379.0,2013.0,De 6 a 10 anos,30000.0,False,False,0.0,1652020.0,2020-07-21T19:33:05
3512,Leanne Hughes,Dr. Liam Ali,QYTD37249525966867,0,0.0,0.0,0001-01-01T03:06:00,0,0.0,500000.0,AprovadoComite,De 0 a 10 % - Muito Baixo,0.9464285714285714,0.0535714285714285,0.0,500000.0,2020-07-27T20:36:31,2019-12-31T03:00:00,29038320000.0,27503820000.0,54823500000.0,12923280000.0,0.0,20093580000.0,0.0,4464000000.0,0.0,12.0,0.0,1910.0,Acima de 17 anos,0.0,False,False,0.0,0.0,2020-02-03T20:57:33
3523,Mr. Garry Davies,Dr. Russell Burke,KJUE27506310301010,0,0.3836777614,0.0,2017-09-14T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,50000.0,2020-02-05T19:14:37,2019-12-31T00:00:00,1206923.0,40302.0,1347053.0,1096742.0,0.0,226732.0,381254.0,2676576.0,710104.0,12.0,1966472.0,2009.0,De 11 a 16 anos,400000.0,False,False,1.0,211860.0,2020-07-23T18:00:53
3535,Hollie Lowe-Evans,Lesley Jones,QPAK48994106400680,4,0.4329673501,0.0,2007-07-19T00:00:00,61,28107.94,80000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,80000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,8849015.0,200888.0,9465989.0,3955250.0,0.0,3170371.0,4871525.0,7543816.0,6476388.0,12.0,1067428.0,1986.0,Acima de 17 anos,40000.0,False,False,1.0,141900.0,2020-07-23T19:02:14
3551,Katherine Parkinson,Dr. Heather Buckley,AEEX22981940889566,0,0.3897621495,0.0,2009-04-03T00:00:00,4,4906.67,170000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,170000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,11224090.0,738679.0,11529540.0,10790860.0,0.0,130000.0,805387.0,6812965.0,0.0,12.0,0.0,1972.0,Acima de 17 anos,1500000.0,False,False,1.0,895122.0,2020-07-24T17:39:26
3596,Antony Taylor-Robertson,Ms. Gail Edwards,ZCJF56638211803752,14,0.5629997187,0.0,2014-06-12T00:00:00,49,35550.0,200000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9464285714285714,0.0535714285714285,0.0,90000.0,2020-02-05T19:14:37,2019-12-31T06:00:00,1477172.0,150059.0,1703419.0,1553359.0,0.0,611599.0,181420.0,3685546.0,1283322.0,12.0,2402224.0,2001.0,Acima de 17 anos,200000.0,False,False,1.0,104000.0,2020-07-27T19:18:13
3716,Thomas Cooper,Hugh Chapman,XNAP40795453221979,3,0.479719888,0.0,2014-07-11T00:00:00,110,48121.99,100000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9464285714285714,0.0535714285714285,0.866025403784439,100000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,519625.0,200293.0,828100.0,627807.0,0.0,0.0,233983.0,1900333.0,203377.0,12.0,1696956.0,1990.0,Acima de 17 anos,200000.0,False,False,1.0,66600.0,2020-07-31T13:04:52
3729,Kyle Gregory,Dr. Barry Johnson,FLYN19501949345970,3,0.6082043556,0.0,2016-03-30T00:00:00,0,0.0,60000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,60000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,1136771.0,264506.0,1172209.0,1493345.0,0.0,565601.0,120230.0,4438768.0,3180644.0,12.0,1258124.0,1995.0,Acima de 17 anos,150000.0,False,False,1.0,16200.0,2020-07-31T13:49:53
3748,Antony Taylor-Robertson,Ms. Gail Edwards,ZCJF56638211803752,14,0.5629997187,0.0,2014-06-12T00:00:00,49,35550.0,200000.0,AprovadoComite,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.0,170000.0,2020-07-31T21:33:03,2019-12-31T06:00:00,1477172.0,150059.0,1703419.0,1553359.0,0.0,611599.0,181420.0,3685546.0,1283322.0,12.0,2402224.0,2001.0,Acima de 17 anos,200000.0,False,False,1.0,104000.0,2020-02-03T20:57:33
3761,Gordon Hartley,Joe Knight,FHUH71392041503586,24,0.4328727165,0.0,2015-09-17T00:00:00,15,49972.04,250000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-0.157465945371576,250000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,17884006.0,9660719.0,18332493.0,2398671.0,0.0,12647915.0,3471481.0,10354594.0,7029899.0,12.0,3324695.0,2012.0,De 6 a 10 anos,600000.0,False,False,0.9587531364,322589.0,2020-07-31T21:24:49
3765,Dr. Guy Cook,Nigel Archer-Hicks,XBOU90485975657962,8,0.4727089922,0.0,2013-02-28T00:00:00,0,0.0,70000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,4e-16,70000.0,2020-02-05T19:14:37,2019-12-31T00:00:00,60156667.0,7657273.0,61219436.0,53562162.0,0.0,29280570.0,6757273.0,42267812.0,22675803.0,12.0,19592009.0,1993.0,Acima de 17 anos,50000.0,False,False,0.8644430654,654750.0,2020-08-03T13:11:41
3800,Dylan Burgess-Hall,Fiona Howarth-Matthews,NUSE58344624404390,0,0.0,0.0,2018-09-14T14:36:49,0,0.0,100000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9464285714285714,0.0535714285714285,0.0,75000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,844972.0,85711.0,1420401.0,1334689.0,0.0,99849.0,356767.0,4413163.0,3067478.0,12.0,1345685.0,2003.0,Acima de 17 anos,950000.0,False,False,0.0,12210.0,2020-08-04T12:40:56
3805,Sarah Roberts-Fry,Mrs. Gail O'Connor,ABPS90663726815337,38,0.2258509034,0.0,2010-07-14T00:00:00,0,0.0,350000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.8928571428571428,0.1071428571428571,-0.863692028232909,350000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,124977180.0,82294612.0,151063919.0,63644329.0,0.0,64048643.0,42288548.0,444023670.0,72345792.0,12.0,371677878.0,2009.0,De 11 a 16 anos,30000000.0,False,False,0.9935589652,23659901.0,2020-08-04T14:54:09
3860,Julie Kemp,Hannah Martin,NNJH94241493518392,21,0.1968734375,0.0,2010-01-27T00:00:00,0,0.0,100000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.0,100000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,6787514.0,610645.0,7195638.0,4531097.0,0.0,2204271.0,214385.0,13213034.0,4156288.0,12.0,9056746.0,1992.0,Acima de 17 anos,1500000.0,False,False,1.0,720.0,2020-08-05T19:17:06
3895,Dr. Terence Hale,Kim Robinson,GHYY18430999558115,3,0.3178338035,0.0,2014-01-15T00:00:00,81,31150.67,50000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,50000.0,2020-02-05T19:14:37,2019-12-31T00:00:00,3557896.0,1436123.0,3778276.0,2342153.0,0.0,1145028.0,1966074.0,12992593.0,5863972.0,12.0,7128621.0,2005.0,De 11 a 16 anos,5000.0,False,False,1.0,9990.0,2020-08-06T21:15:05
3926,Mr. Reece Davies,Antony Walsh,IHXJ81732847047007,53,0.2648957305,0.0,2009-04-08T00:00:00,8,33420.0,170000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-0.866025403784439,170000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,22187992.0,2959093.0,24618228.0,22561000.0,0.0,11583368.0,7778800.0,9139060.0,3039291.0,12.0,6099769.0,2000.0,Acima de 17 anos,450000.0,False,False,0.25,1701032.0,2020-08-07T17:34:13
3940,Gordon Hartley,Joe Knight,FHUH71392041503586,24,0.4328727165,0.0,2015-09-17T00:00:00,15,49972.04,250000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-0.157465945371576,250000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,17884006.0,9660719.0,18332493.0,2398671.0,0.0,12647915.0,3471481.0,10354594.0,7029899.0,12.0,3324695.0,2012.0,De 6 a 10 anos,600000.0,False,False,0.9587531364,322589.0,2020-08-07T18:44:42
3943,Antony Taylor-Robertson,Ms. Gail Edwards,ZCJF56638211803752,14,0.5629997187,0.0,2014-06-12T00:00:00,49,35550.0,170000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.0,100000.0,2020-02-05T19:14:37,2019-12-31T06:00:00,1477172.0,150059.0,1703419.0,1553359.0,0.0,611599.0,181420.0,3685546.0,1283322.0,12.0,2402224.0,2001.0,Acima de 17 anos,200000.0,False,False,1.0,104000.0,2020-08-07T19:03:25
3976,Ryan Dunn,Hilary Brown-Wells,VZXG04871389459677,9,0.3626761259,0.0,2013-08-07T00:00:00,33,7682.99,50000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.0,50000.0,2020-02-05T19:14:37,2019-12-31T00:00:00,4473578.0,562601.0,4822920.0,3999662.0,0.0,2686067.0,0.0,5150870.0,2923649.0,12.0,2227221.0,2013.0,De 6 a 10 anos,500000.0,False,False,1.0,261587.0,2020-08-11T14:17:14
3977,Thomas Cooper,Hugh Chapman,XNAP40795453221979,3,0.479719888,0.0,2014-07-11T00:00:00,110,48121.99,100000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9464285714285714,0.0535714285714285,0.866025403784439,100000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,519625.0,200293.0,828100.0,627807.0,0.0,0.0,233983.0,1900333.0,203377.0,12.0,1696956.0,1990.0,Acima de 17 anos,200000.0,False,False,1.0,66600.0,2020-08-11T14:20:38
4023,Ricky Jones,Dr. Alan Hughes,SRIH96591028416406,91,0.0,0.0,2006-06-26T15:16:06,0,0.0,800000.0,AprovadoComite,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.857845948957112,600000.0,2020-08-12T14:36:51,2019-12-31T03:00:00,16824762.0,2239479.0,18882820.0,16441174.0,0.0,8490428.0,4395779.0,31707660.0,8360944.0,12.0,23346716.0,1994.0,Acima de 17 anos,1000000.0,False,False,0.0,2763401.0,2020-02-03T20:57:33
4030,Harriet Summers,Miss Maureen West,QEGE39967630708063,91,0.0,0.0,2006-06-28T14:26:34,0,0.0,60000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.0,60000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,19197165.0,6537907.0,20127024.0,11961963.0,0.0,8707114.0,9558045.0,4599750.0,-21684628.0,12.0,26284378.0,1998.0,Acima de 17 anos,930000.0,False,False,0.0,3493493.0,2020-08-11T20:11:28
4084,Brenda Walker,Robin Howe-Quinn,IAXE85426118742469,10,0.3300473189,0.0,2009-11-10T00:00:00,18,10244.8,130000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-6.92e-14,130000.0,2020-02-05T19:14:37,2018-12-31T02:00:00,3037511.0,455952.0,3552815.0,3096863.0,0.0,261990.0,1480897.0,8571039.0,0.0,12.0,0.0,1986.0,Acima de 17 anos,140000.0,False,False,1.0,283500.0,2020-08-13T14:15:23
4093,Derek Dawson,Andrew Brown,UOLE40074413193927,4,0.5213527664,0.0,2015-10-21T00:00:00,0,0.0,150000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,60000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,3724986.0,1037009.0,3762616.0,2725606.0,0.0,0.0,3653354.0,2970327.0,1038992.0,12.0,1931335.0,2009.0,De 11 a 16 anos,100000.0,False,False,1.0,9720.0,2020-08-13T18:28:22
4112,Stewart Smith,Ms. Carol Stevenson,LMYX91816699890771,5,0.6010166008,0.0,2014-02-18T00:00:00,0,0.0,700000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,-0.866025405082641,700000.0,2020-02-05T19:14:37,2020-03-31T03:00:00,328778517.0,86495339.0,345824174.0,245430146.0,0.0,95497476.0,161516549.0,387672746.0,114177949.0,3.0,273494797.0,2004.0,De 11 a 16 anos,19000000.0,False,False,0.9999999763,0.0,2020-08-13T20:21:39
4122,Ms. Geraldine Singh,Sandra Anderson,IOIC59548014135224,4,0.2056178239,0.0,2017-01-31T00:00:00,0,0.0,120000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9464285714285714,0.0535714285714285,0.0,120000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,4433096.0,2200921.0,4517091.0,2316169.0,0.0,1027255.0,2187761.0,8833287.0,2048222.0,12.0,6785065.0,2013.0,De 6 a 10 anos,587590.0,False,False,1.0,388500.0,2020-08-14T17:43:30
4171,Sean Cox-Parsons,Lynne Alexander-Hill,AZWG08314036490509,3,0.4389350443,0.0,2017-07-31T00:00:00,0,42879.29,70000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,70000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,30236142.0,18458725.0,30795864.0,12288169.0,0.0,10495854.0,18287253.0,73827926.0,18224430.0,12.0,55603496.0,1993.0,Acima de 17 anos,100000.0,False,False,1.0,345000.0,2020-08-18T12:48:00
4187,Derek Cooke,Vanessa Clarke-Lees,ZJNH66752013670639,155,0.5198473781,0.0,2006-07-17T00:00:00,114,420000.0,600000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.8928571428571428,0.1071428571428571,-0.617811127425293,100000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,67757817.0,47552728.0,74492008.0,18551598.0,0.0,33083864.0,12246731.0,91003927.0,37742370.0,12.0,53261557.0,1969.0,Acima de 17 anos,5000000.0,False,False,0.8992099872,9146131.0,2020-08-18T19:22:06
4203,Dr. Gail O'Sullivan,Liam Ryan,PMRD70212207635506,0,0.0,0.0,2017-11-29T17:11:24,0,0.0,300000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,120000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,4221697.0,2635122.0,4637565.0,1951427.0,0.0,1378264.0,2063297.0,4834558.0,2560050.0,12.0,2274508.0,1996.0,Acima de 17 anos,1290000.0,False,False,0.0,822248.0,2020-08-19T12:34:46
4209,Richard Johnson,Sean Ali,IDCD54168176325806,27,0.292221121,0.0,2008-01-18T00:00:00,0,4133.34,500000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-0.866025403784439,500000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,23686339.0,4828855.0,25683558.0,18743273.0,0.0,11272713.0,8858065.0,42475939.0,20802033.0,12.0,21673906.0,1979.0,Acima de 17 anos,1500000.0,False,False,1.0,4022879.0,2020-08-19T13:15:05
4243,Ms. Geraldine Singh,Sandra Anderson,IOIC59548014135224,4,0.2056178239,0.0,2017-01-31T00:00:00,0,0.0,160000.0,AprovadoComite,De 0 a 10 % - Muito Baixo,0.9464285714285714,0.0535714285714285,0.0,160000.0,2020-08-19T20:14:52,2019-12-31T03:00:00,4433096.0,2200921.0,4517091.0,2316169.0,0.0,1027255.0,2187761.0,8833287.0,2048222.0,12.0,6785065.0,2013.0,De 6 a 10 anos,587590.0,False,False,1.0,388500.0,2020-02-03T20:57:33
4251,Janice Evans-Patel,Rita O'Neill,THNJ64645145337093,0,0.0,0.0,0001-01-01T03:06:00,0,0.0,1000000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9464285714285714,0.0535714285714285,0.0,1000000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,123652545.0,92788588.0,12584064.0,26202813.0,0.0,66497451.0,0.0,201782206.0,38274035.0,12.0,163508171.0,1973.0,Acima de 17 anos,0.0,False,False,0.0,7468254.0,2020-08-20T12:23:15
4268,Max Graham-Smith,Scott Taylor,LIRK18976716628964,60,0.4485772496,0.0,2012-07-04T00:00:00,36,368372.0,800000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,-0.221371219490759,800000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,15475205.0,7811481.0,16122483.0,8311002.0,0.0,6070606.0,6811728.0,46145958.0,10304339.0,12.0,35841619.0,2006.0,De 11 a 16 anos,1000000.0,False,False,0.9882213279,2921279.0,2020-08-20T16:44:55
4349,Jake Allen,Sally Hughes-Taylor,DJRD90539963458120,6,0.488280711,0.0,2018-08-10T00:00:00,42,33764.0,250000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9107142857142856,0.0892857142857142,0.0,160000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,4895367.0,4895367.0,4895367.0,4131004.0,0.0,3459293.0,824836.0,7575754.0,604056.0,12.0,6971698.0,1997.0,Acima de 17 anos,400000.0,False,False,1.0,38000.0,2020-08-24T19:37:45
4391,Stewart Smith,Ms. Carol Stevenson,LMYX91816699890771,5,0.6010166008,0.0,2014-02-18T00:00:00,0,0.0,1000000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,-0.866025405082641,1000000.0,2020-02-05T19:14:37,2020-03-31T03:00:00,328778517.0,86495339.0,345824174.0,245430146.0,0.0,95497476.0,161516549.0,387672746.0,114177949.0,3.0,273494797.0,2004.0,De 11 a 16 anos,19000000.0,False,False,0.9999999763,0.0,2020-08-25T20:18:45
4403,Sean Cox-Parsons,Lynne Alexander-Hill,AZWG08314036490509,3,0.4389350443,0.0,2017-07-31T00:00:00,0,42879.29,100000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9642857142857142,0.0357142857142857,0.0,100000.0,2020-02-05T19:14:37,2019-12-31T03:00:00,30236142.0,18458725.0,30795864.0,12288169.0,0.0,10495854.0,18287253.0,73827926.0,18224430.0,12.0,55603496.0,1993.0,Acima de 17 anos,100000.0,False,False,1.0,356000.0,2020-08-26T12:51:48
